WKT,nama,deskripsi
"POLYGON ((106.8166217 -6.3113733, 106.817201 -6.312205, 106.817244 -6.3133354, 106.8173298 -6.3144018, 106.8173512 -6.3148497, 106.8164071 -6.3148923, 106.8160852 -6.3151696, 106.8161925 -6.3161293, 106.8182954 -6.3168118, 106.8202909 -6.3178568, 106.8229088 -6.3179421, 106.8252691 -6.3179635, 106.8261703 -6.3116505, 106.8273505 -6.311224, 106.8274363 -6.3082381, 106.825591 -6.3080888, 106.8249043 -6.3058494, 106.8231877 -6.3058707, 106.820999 -6.3053802, 106.8179521 -6.3048257, 106.8156775 -6.3048683, 106.8160852 -6.3061906, 106.8164715 -6.3075343, 106.8155059 -6.3080675, 106.815463 -6.3095604, 106.8166217 -6.3113733))",kebun binatang ragunan,
