WKT,nama,deskripsi
"POLYGON ((106.8833026 -6.2989746, 106.8833884 -6.3003823, 106.8839463 -6.3023444, 106.884633 -6.3033255, 106.8866929 -6.3047332, 106.8896541 -6.3055863, 106.8933877 -6.306738, 106.8964347 -6.3073778, 106.8992242 -6.3081883, 106.9010696 -6.3062688, 106.9015845 -6.3068233, 106.9002113 -6.3082736, 106.9004687 -6.3091693, 106.9019279 -6.3111741, 106.9041166 -6.3114301, 106.9049749 -6.3107476, 106.9057473 -6.3090414, 106.9057473 -6.3071219, 106.9063052 -6.3050317, 106.9063052 -6.302643, 106.9063911 -6.2993158, 106.904889 -6.2991452, 106.9022712 -6.2989319, 106.8993959 -6.298804, 106.8968209 -6.2985907, 106.8940314 -6.2987613, 106.8916282 -6.2990599, 106.8900832 -6.2989746, 106.8872079 -6.2989319, 106.8853625 -6.2989319, 106.8833026 -6.2989746))",taman mini indonesia indah,
