WKT,nama,deskripsi
"POLYGON ((106.8524025 -6.2365597, 106.8519733 -6.2380315, 106.8516515 -6.2396526, 106.8516944 -6.2406978, 106.8522308 -6.241551, 106.8526815 -6.2426175, 106.854441 -6.2422336, 106.8532823 -6.2403992, 106.8540547 -6.2366663, 106.8537114 -6.2347679, 106.8535398 -6.2343199, 106.8530462 -6.2344266, 106.8527244 -6.2333387, 106.8515871 -6.2333174, 106.851394 -6.2325921, 106.850879 -6.2324002, 106.8504284 -6.233936, 106.851158 -6.2350239, 106.8522094 -6.2359197, 106.8524025 -6.2365597))",tebet echo park,
