WKT,nama,deskripsi
"POLYGON ((106.7501608 -6.3733435, 106.741921 -6.3794851, 106.7305914 -6.3924504, 106.7257848 -6.4098507, 106.7261282 -6.4207682, 106.7340246 -6.4344148, 106.7484442 -6.4446495, 106.7745367 -6.4449907, 106.797196 -6.4463553, 106.8332449 -6.4463553, 106.8555609 -6.4398733, 106.88337 -6.434756, 106.8988195 -6.4333913, 106.9019094 -6.4217917, 106.8960729 -6.4098507, 106.8926397 -6.4037095, 106.8905798 -6.3996153, 106.8926397 -6.3825558, 106.8816534 -6.3716375, 106.8555609 -6.3675431, 106.8469778 -6.351165, 106.8287817 -6.3477528, 106.806809 -6.3487764, 106.7920461 -6.3552595, 106.7807165 -6.364131, 106.7501608 -6.3733435))",kota administrasi depok,
