WKT,nama,deskripsi
"POLYGON ((110.0340836 -7.8739199, 110.054683 -7.8929643, 110.1027482 -7.9188088, 110.1892655 -7.9555325, 110.2222245 -7.9772931, 110.2799027 -8.0031323, 110.3540605 -8.0167312, 110.4007523 -8.068403, 110.4749101 -8.1037536, 110.540828 -8.1268657, 110.6094926 -8.1391011, 110.6740373 -8.1649299, 110.7289689 -8.1921164, 110.833339 -8.1866793, 110.8086198 -8.1540548, 110.7770341 -8.0915172, 110.7660478 -8.0697627, 110.7564347 -8.0384886, 110.7715409 -7.9609727, 110.7852738 -7.9065669, 110.7866471 -7.8167816, 110.705623 -7.7936519, 110.5779069 -7.7814063, 110.5229752 -7.7854882, 110.488643 -7.6997596, 110.465297 -7.6004017, 110.446071 -7.5459492, 110.413112 -7.5690923, 110.347194 -7.624903, 110.2963822 -7.6616525, 110.26205 -7.6983987, 110.2634232 -7.6466809, 110.2428239 -7.6534862, 110.1700395 -7.6385143, 110.1178544 -7.6616525, 110.1233476 -7.692955, 110.1192277 -7.7446672, 110.0725358 -7.8045366, 110.0340836 -7.8739199))",diy yogyakarta,
