WKT,nama,deskripsi
"POLYGON ((106.697682 -6.1780656, 106.6963088 -6.1903533, 106.7079817 -6.2053712, 106.7258345 -6.238136, 106.742314 -6.2708988, 106.7581069 -6.287962, 106.7883193 -6.3166268, 106.8240248 -6.3302762, 106.8741499 -6.3364182, 106.9112288 -6.3357358, 106.9297682 -6.3166268, 106.9208418 -6.2838669, 106.9421278 -6.2565654, 106.9462477 -6.2360883, 106.9503676 -6.2012754, 106.957234 -6.1807962, 106.9558608 -6.1500759, 106.9441878 -6.1309601, 106.9194685 -6.118671, 106.8858229 -6.1084299, 106.8700301 -6.1159401, 106.839131 -6.1207192, 106.8027388 -6.1207192, 106.7636 -6.1207192, 106.7189681 -6.1091127, 106.6908156 -6.1289119, 106.6901289 -6.1480278, 106.697682 -6.1780656))",dki jakarta,
